Date,Open,High,Low,Close,Volume
2-Apr-20,6606.78,7088.25,6595.92,6793.62,47660646124
3-Apr-20,6797.4,7003.22,6673.34,6733.39,38976504903
4-Apr-20,6738.38,6878.95,6696.48,6867.53,33185988584
5-Apr-20,6862.54,6883.41,6715.93,6791.13,29510409856
6-Apr-20,6788.05,7271.78,6782.89,7271.78,46896904615
7-Apr-20,7273.64,7427.94,7136.71,7176.41,44243482668
8-Apr-20,7179.28,7356.22,7153.31,7334.1,37563249549
9-Apr-20,7337.97,7341.45,7179.09,7302.09,34815139178
10-Apr-20,7303.82,7303.82,6802.47,6865.49,43622840992
11-Apr-20,6867.44,6926.07,6789.92,6859.08,31222085946
12-Apr-20,6858.07,7119.95,6811.08,6971.09,35759567632
13-Apr-20,6965.62,6965.62,6668.26,6845.04,38619308647
14-Apr-20,6843.28,6958.56,6793.82,6842.43,34110434052
15-Apr-20,6845.56,6928.66,6633.4,6642.11,32288311031
16-Apr-20,6640.45,7134.45,6555.5,7116.8,46783242377
17-Apr-20,7116.55,7167.18,7050.33,7096.18,32513423567
18-Apr-20,7092.29,7269.96,7089.25,7257.66,32447188386
19-Apr-20,7260.92,7280.52,7167.05,7189.42,31311210215
20-Apr-20,7186.87,7240.29,6835.5,6881.96,37747113936
21-Apr-20,6879.78,6934.55,6834.44,6880.32,32589741511
22-Apr-20,6879.44,7145.87,6867.78,7117.21,33249153866
23-Apr-20,7121.31,7491.78,7081.59,7429.72,43500782316
24-Apr-20,7434.18,7574.2,7434.18,7550.9,34636526286
25-Apr-20,7550.48,7641.36,7521.67,7569.94,32941541447
26-Apr-20,7570.14,7700.59,7561.41,7679.87,33070154491
27-Apr-20,7679.42,7795.6,7679.42,7795.6,36162144725
28-Apr-20,7796.97,7814.53,7730.81,7807.06,33187959921
29-Apr-20,7806.71,8871.75,7786.05,8801.04,60201052203
30-Apr-20,8797.67,9440.65,8533.26,8658.55,66964629541
1-May-20,8672.78,9048.02,8667.76,8864.77,44068389997
2-May-20,8869.06,9007.19,8811.37,8988.6,40134388683
3-May-20,8983.61,9167.78,8830.97,8897.47,47101785174
4-May-20,8895.74,8956.91,8645.02,8912.65,45718796276
5-May-20,8912.83,9062.41,8856.83,9003.07,43148462663
6-May-20,9007.44,9411.47,8966.71,9268.76,49371886931
7-May-20,9261.9,9992.66,9138.32,9951.52,61112700562
8-May-20,9936.16,9996.74,9767.17,9842.67,51780748042
9-May-20,9840.91,9913.86,9580.64,9593.9,46566121841
10-May-20,9591.17,9595.58,8395.11,8756.43,63325279337
11-May-20,8755.54,9033.47,8374.32,8601.8,57119858802
12-May-20,8610.39,8949.9,8569.64,8804.48,42142717533
13-May-20,8805.39,9317.88,8805.39,9269.99,45558144023
14-May-20,9271.33,9793.27,9255.03,9733.72,56426907637
15-May-20,9734.29,9755.83,9261.4,9328.2,48158802327
16-May-20,9333.24,9564.2,9260.69,9377.01,36164766408
17-May-20,9374.93,9823,9349.55,9670.74,40084250663
18-May-20,9675.69,9906.03,9570.36,9726.57,41827139896
19-May-20,9727.06,9836.05,9539.62,9729.04,39254288955
20-May-20,9725.33,9804.79,9447.2,9522.98,36546239703
21-May-20,9522.74,9555.24,8869.93,9081.76,39326160532
22-May-20,9080.33,9232.94,9008.64,9182.58,29810773699
23-May-20,9185.06,9302.5,9118.11,9209.29,27727866812
24-May-20,9212.28,9288.4,8787.25,8790.37,32518803300
25-May-20,8786.11,8951.01,8719.67,8906.93,31288157264
26-May-20,8909.59,8991.97,8757.29,8835.05,29584186947
27-May-20,8837.38,9203.32,8834.16,9181.02,32740536902
28-May-20,9184.94,9546.32,9148.46,9525.75,34367073114
29-May-20,9528.36,9573.67,9379.34,9439.12,32896642044
30-May-20,9438.91,9704.03,9366.73,9700.41,32722975141
31-May-20,9700.11,9700.34,9432.3,9461.06,27773290299
1-Jun-20,9463.61,10199.56,9450.9,10167.27,35198901068
2-Jun-20,10162.97,10182.34,9460.57,9529.8,39137252109
3-Jun-20,9533.76,9682.86,9471.85,9656.72,25007459262
4-Jun-20,9655.85,9887.61,9525.25,9800.64,25921805072
5-Jun-20,9800.22,9869.24,9663.22,9665.53,23509628646
6-Jun-20,9664.9,9773.43,9591.02,9653.68,20438419222
7-Jun-20,9653,9768.5,9458.15,9758.85,25015250846
8-Jun-20,9760.06,9782.31,9675.89,9771.49,21486346312
9-Jun-20,9774.36,9836.37,9664.72,9795.7,23717842783
10-Jun-20,9794.12,9908.9,9728.29,9870.09,25706567601
11-Jun-20,9870.08,9938.3,9263.07,9321.78,30247143440
12-Jun-20,9320.69,9540.47,9285.85,9480.84,22610564515
13-Jun-20,9480.74,9493.21,9396.01,9475.28,17564322315
14-Jun-20,9477.55,9482.27,9347.59,9386.79,18991732746
15-Jun-20,9386.04,9504.86,8990.18,9450.7,26699704768
16-Jun-20,9454.27,9579.43,9400.45,9538.02,21565537209
17-Jun-20,9533.78,9540.42,9327.34,9480.26,20177709879
18-Jun-20,9481.57,9482.78,9328.4,9411.84,17770083003
19-Jun-20,9410.29,9440.88,9274.3,9288.02,19632223107
20-Jun-20,9290.96,9394.97,9247.38,9332.34,17130541557
21-Jun-20,9330.93,9401.11,9300.43,9303.63,15324301169
22-Jun-20,9300.92,9655.07,9296.87,9648.72,21104009514
23-Jun-20,9644.08,9670.54,9547.25,9629.66,17006433272
24-Jun-20,9632.15,9680.37,9278.23,9313.61,18961716076
25-Jun-20,9314.13,9340.16,9095.32,9264.81,18616048626
26-Jun-20,9260.99,9310.52,9101.74,9162.92,18341465837
27-Jun-20,9167.82,9207.81,8998.22,9045.39,17273093144
28-Jun-20,9048.46,9197.55,8975.53,9143.58,14560870760
29-Jun-20,9140.03,9237.57,9041.88,9190.85,16460547078
30-Jun-20,9185.58,9217.84,9084.84,9137.99,15735797744
1-Jul-20,9145.99,9309.75,9104.73,9228.33,15971550355
2-Jul-20,9231.14,9274.96,9036.62,9123.41,16338916796
3-Jul-20,9124.84,9202.34,9058.79,9087.3,13078970999
4-Jul-20,9084.23,9183.3,9053.63,9132.49,12290528515
5-Jul-20,9126.09,9162.18,8977.02,9073.94,12903406143
6-Jul-20,9072.85,9375.47,9058.66,9375.47,17889263252
7-Jul-20,9349.16,9360.62,9201.82,9252.28,13839652595
8-Jul-20,9253.02,9450.34,9249.5,9428.33,19702359883
9-Jul-20,9427.99,9431.38,9235,9277.97,18000702524
10-Jul-20,9273.36,9287.47,9118,9278.81,16860035605
11-Jul-20,9277.51,9293.53,9199.49,9240.35,13249910444
12-Jul-20,9241.06,9319.42,9197.45,9276.5,14452361907
13-Jul-20,9277.2,9306.4,9224.29,9243.61,17519821266
14-Jul-20,9238.7,9283.84,9171.66,9243.21,18085038362
15-Jul-20,9241.9,9275.33,9171.93,9192.84,15844731575
16-Jul-20,9191.98,9214.31,9088.95,9132.23,15713967523
17-Jul-20,9131.81,9182.25,9089.2,9151.39,13944570749
18-Jul-20,9151.18,9230.98,9100.82,9159.04,12252601475
19-Jul-20,9158.01,9201.4,9097.63,9185.82,12939002784
20-Jul-20,9187.22,9214.27,9137.51,9164.23,13755604146
21-Jul-20,9162.51,9407.26,9149.39,9374.89,18069581956
22-Jul-20,9375.08,9530.52,9319.65,9525.36,16532254884
23-Jul-20,9527.14,9610.25,9483,9581.07,18146399002
24-Jul-20,9585.51,9623.34,9481.45,9536.89,16552768325
25-Jul-20,9539.49,9704.56,9530.21,9677.11,16610070933
26-Jul-20,9680.23,10023.81,9652.85,9905.17,20507998997
27-Jul-20,9905.22,11298.22,9903.97,10990.87,35359749590
28-Jul-20,11017.46,11204.33,10632.63,10912.82,28766551142
29-Jul-20,10912.95,11304.4,10856.14,11100.47,24617249715
30-Jul-20,11099.83,11169.36,10895.46,11111.21,22857247901
31-Jul-20,11110.21,11415.86,10987.05,11323.47,23160469766
1-Aug-20,11322.57,11794.78,11239.68,11759.59,26075670303
2-Aug-20,11758.76,12034.14,11018.13,11053.61,27410067336
3-Aug-20,11043.77,11453.08,11012.41,11246.35,20271713443
4-Aug-20,11246.2,11385.38,11094.15,11205.89,21250197042
5-Aug-20,11203.82,11786.62,11158.29,11747.02,24411254471
6-Aug-20,11749.87,11902.34,11598.71,11779.77,23400740340
7-Aug-20,11778.89,11898.04,11408.59,11601.47,23132312867
8-Aug-20,11604.55,11800.06,11558.43,11754.05,17572057837
9-Aug-20,11737.33,11806.06,11548.78,11675.74,17489608833
10-Aug-20,11662.26,12045.14,11662.26,11878.11,26114112569
11-Aug-20,11881.65,11932.71,11195.71,11410.53,27039782640
12-Aug-20,11404.6,11748.4,11249.61,11584.93,25064548486
13-Aug-20,11588.41,11796.4,11216.87,11784.14,27522199497
14-Aug-20,11772.66,12150.99,11685.46,11768.87,24237958589
15-Aug-20,11768.7,11963.2,11768.7,11865.7,23354924400
16-Aug-20,11866.69,11934.9,11737.19,11892.8,20583375490
17-Aug-20,11895.66,12359.06,11806.7,12254.4,28227687027
18-Aug-20,12251.9,12335.71,11954.53,11991.23,26043227672
19-Aug-20,11990.88,12028.92,11687.33,11758.28,24502851117
20-Aug-20,11761.5,11900.41,11710.06,11878.37,20175242945
21-Aug-20,11878.03,11899.26,11564.98,11592.49,23762425999
22-Aug-20,11585.48,11689.41,11448.81,11681.83,20224191306
23-Aug-20,11679.7,11713.43,11559.92,11664.85,18482062658
24-Aug-20,11663.69,11807.63,11623.25,11774.6,20681511755
25-Aug-20,11773.59,11778.3,11189.85,11366.14,26301509932
26-Aug-20,11366.89,11530.05,11296.99,11488.36,22466660958
27-Aug-20,11485.61,11570.79,11185.94,11323.4,23240415076
28-Aug-20,11325.3,11545.62,11316.42,11542.5,19807127588
29-Aug-20,11541.05,11585.64,11466.29,11506.87,17485597759
30-Aug-20,11508.71,11715.26,11492.38,11711.51,19760127945
31-Aug-20,11713.31,11768.88,11598.32,11680.82,22285928250
1-Sep-20,11679.32,12067.08,11601.13,11970.48,27311555343
2-Sep-20,11964.82,11964.82,11290.79,11414.03,28037405299
3-Sep-20,11407.19,11443.02,10182.47,10245.3,31927261555
4-Sep-20,10230.37,10663.92,10207.94,10511.81,29965130374
5-Sep-20,10512.53,10581.57,9946.68,10169.57,44916565292
6-Sep-20,10167.22,10353.93,10056.89,10280.35,37071460174
7-Sep-20,10281,10399.15,9916.49,10369.56,33703098409
8-Sep-20,10369.31,10414.78,9945.11,10131.52,33430927462
9-Sep-20,10134.15,10350.54,10017.25,10242.35,24128292755
10-Sep-20,10242.33,10503.91,10238.14,10363.14,54406443211
11-Sep-20,10369.03,10434.92,10140.84,10400.91,45201121775
12-Sep-20,10409.86,10578.84,10292.39,10442.17,36750077324
13-Sep-20,10452.4,10577.22,10224.33,10323.76,36506852789
14-Sep-20,10328.73,10800.01,10266.01,10680.84,35453581940
15-Sep-20,10677.75,10938.63,10656.46,10796.95,32509451925
16-Sep-20,10797.76,11100.12,10704.88,10974.9,30769986455
17-Sep-20,10973.25,11037.42,10774.63,10948.99,38151810523
18-Sep-20,10951.82,11034.91,10829.66,10944.59,26341903912
19-Sep-20,10933.75,11134.09,10909.62,11094.35,22764204008
20-Sep-20,11095.87,11095.87,10814.48,10938.27,24699523788
21-Sep-20,10934.93,10988.3,10380.26,10462.26,28884999244
22-Sep-20,10459.62,10568.08,10382.73,10538.46,23621787804
23-Sep-20,10535.49,10537.83,10197.86,10246.19,23788661867
24-Sep-20,10248.79,10771.06,10231.49,10760.07,47144380902
25-Sep-20,10761.11,10777.7,10578.91,10692.72,39348590957
26-Sep-20,10695.58,10773,10667.28,10750.72,46852525493
27-Sep-20,10746.89,10803.98,10622.92,10775.27,53745972818
28-Sep-20,10776.61,10945.35,10703.89,10709.65,47762394731
29-Sep-20,10709.65,10860,10649.5,10844.64,46582396602
30-Sep-20,10843.87,10847.26,10669.32,10784.49,44171073700
1-Oct-20,10795.25,10933.62,10472.36,10619.45,40023134100
2-Oct-20,10619.82,10657.84,10416.69,10575.98,48661453918
3-Oct-20,10575.1,10598.94,10511.13,10549.33,44660271563
4-Oct-20,10550.44,10686,10534.39,10669.58,71251776995
5-Oct-20,10676.53,10793.51,10634.6,10793.34,47537578009
6-Oct-20,10796.31,10797.58,10528.89,10604.41,42623695307
7-Oct-20,10603.36,10680.51,10562.51,10668.97,37799458436
8-Oct-20,10669.37,10945.74,10562.61,10915.69,63314794397
9-Oct-20,10927.91,11102.67,10846.85,11064.46,22799117613
10-Oct-20,11059.14,11442.21,11056.94,11296.36,22877978588
11-Oct-20,11296.08,11428.81,11288.63,11384.18,19968627060
12-Oct-20,11392.64,11698.47,11240.69,11555.36,26163972642
13-Oct-20,11548.72,11548.98,11321.22,11425.9,24241420251
14-Oct-20,11429.05,11539.98,11307.83,11429.51,24103426719
15-Oct-20,11426.6,11569.91,11303.6,11495.35,24487233058
16-Oct-20,11502.83,11540.06,11223.01,11322.12,25635480772
17-Oct-20,11322.12,11386.26,11285.35,11358.1,19130430174
18-Oct-20,11355.98,11483.36,11347.58,11483.36,18283314340
19-Oct-20,11495.04,11799.09,11408.29,11742.04,23860769928
20-Oct-20,11745.97,11999.92,11681.48,11916.34,30915821592
21-Oct-20,11913.08,13184.57,11900.93,12823.69,43414712626
22-Oct-20,12801.64,13161.59,12717.09,12965.89,34729759598
23-Oct-20,12971.55,13015.96,12752.65,12931.54,28974975003
24-Oct-20,12931.57,13145.07,12885.75,13108.06,24542317940
25-Oct-20,13108.06,13329.18,12910.06,13031.17,24406920575
26-Oct-20,13031.2,13225.3,12822.38,13075.25,29461458313
27-Oct-20,13075.24,13759.67,13060.84,13654.22,33749878156
28-Oct-20,13654.21,13837.7,12932.25,13271.29,35867318895
29-Oct-20,13271.3,13612.05,12980.06,13437.88,56499499598
30-Oct-20,13437.87,13651.52,13136.2,13546.52,30581485201
31-Oct-20,13546.53,14028.21,13457.53,13780.99,30306464719
1-Nov-20,13780.99,13862.03,13628.38,13737.11,24453857900
2-Nov-20,13737.03,13808.32,13243.16,13550.49,30771455468
3-Nov-20,13550.45,13984.98,13325.44,13950.3,29869951617
4-Nov-20,13950.49,14218.77,13580.47,14133.71,35116364962
5-Nov-20,14133.73,15706.4,14102.09,15579.85,40856321439
6-Nov-20,15579.73,15903.44,15226.84,15565.88,39837841971
7-Nov-20,15565.88,15737.1,14423.2,14833.75,35024953706
8-Nov-20,14833.75,15637.32,14744.11,15479.57,26632075029
9-Nov-20,15479.6,15785.14,14865.53,15332.32,34149115566
10-Nov-20,15332.35,15450.33,15124.96,15290.9,25574938143
11-Nov-20,15290.91,15916.26,15290.01,15701.34,29772374934
12-Nov-20,15701.3,16305,15534.77,16276.34,34175758344
13-Nov-20,16276.44,16463.18,15992.15,16317.81,31599492172
14-Nov-20,16317.81,16317.81,15749.19,16068.14,27481710135
15-Nov-20,16068.14,16123.11,15793.53,15955.59,23653867583
16-Nov-20,15955.58,16816.18,15880.71,16716.11,31526766675
17-Nov-20,16685.69,17782.92,16564.54,17645.41,39006849170
18-Nov-20,17645.19,18393.95,17352.91,17804.01,49064800278
19-Nov-20,17803.86,18119.55,17382.55,17817.09,36985055355
20-Nov-20,17817.08,18773.23,17765.8,18621.31,36992873940
21-Nov-20,18621.32,18936.62,18444.36,18642.23,39650210707
22-Nov-20,18642.23,18688.97,17671.38,18370,41280434226
23-Nov-20,18370.02,18711.43,18000.8,18364.12,42741112308
24-Nov-20,18365.01,19348.27,18128.66,19107.46,51469565009
25-Nov-20,19104.41,19390.97,18581.15,18732.12,43710357371
26-Nov-20,18729.84,18866.29,16351.03,17150.62,61396835737
27-Nov-20,17153.91,17445.02,16526.42,17108.4,38886494645
28-Nov-20,17112.93,17853.94,16910.65,17717.42,32601040734
29-Nov-20,17719.63,18283.63,17559.12,18177.48,31133957704
30-Nov-20,18178.32,19749.26,18178.32,19625.84,47728480399
1-Dec-20,19633.77,19845.98,18321.92,18803,49633658712
2-Dec-20,18801.74,19308.33,18347.72,19201.09,37387697139
3-Dec-20,19205.93,19566.19,18925.78,19445.4,31930317405
4-Dec-20,19446.97,19511.4,18697.19,18699.77,33872388058
5-Dec-20,18698.39,19160.45,18590.19,19154.23,27242455064
6-Dec-20,19154.18,19390.5,18897.89,19345.12,25293775714
7-Dec-20,19343.13,19411.83,18931.14,19191.63,26896357742
8-Dec-20,19191.53,19283.48,18269.95,18321.14,31692288756
9-Dec-20,18320.88,18626.29,17935.55,18553.92,34420373071
10-Dec-20,18553.3,18553.3,17957.07,18264.99,25547132265
11-Dec-20,18263.93,18268.45,17619.53,18058.9,27919640985
12-Dec-20,18051.32,18919.55,18046.04,18803.66,21752580802
13-Dec-20,18806.77,19381.54,18734.33,19142.38,25450468637
14-Dec-20,19144.49,19305.1,19012.71,19246.64,22473997681
15-Dec-20,19246.92,19525.01,19079.84,19417.08,26741982541
16-Dec-20,19418.82,21458.91,19298.32,21310.6,44409011479
17-Dec-20,21308.35,23642.66,21234.68,22805.16,71378606374
18-Dec-20,22806.8,23238.6,22399.81,23137.96,40387896275
19-Dec-20,23132.87,24085.86,22826.47,23869.83,38487546580
20-Dec-20,23861.77,24209.66,23147.71,23477.3,37844228422
21-Dec-20,23474.46,24059.98,22159.37,22803.08,45852713981
22-Dec-20,22794.04,23789.9,22430.6,23783.03,44171632681
23-Dec-20,23781.97,24024.49,22802.65,23241.34,51146161904
24-Dec-20,23240.2,23768.34,22777.6,23735.95,41080759713
25-Dec-20,23733.57,24710.1,23463.67,24664.79,42068395846
26-Dec-20,24677.02,26718.07,24522.69,26437.04,48332647295
27-Dec-20,26439.37,28288.84,25922.77,26272.29,66479895605
28-Dec-20,26280.82,27389.11,26207.64,27084.81,49056742893
29-Dec-20,27081.81,27370.72,25987.3,27362.44,45265946774
30-Dec-20,27360.09,28937.74,27360.09,28840.95,51287442704
31-Dec-20,28841.57,29244.88,28201.99,29001.72,46754964848
1-Jan-21,28994.01,29600.63,28803.59,29374.15,40730301359
2-Jan-21,29376.46,33155.12,29091.18,32127.27,67865420765
3-Jan-21,32129.41,34608.56,32052.32,32782.02,78665235202
4-Jan-21,32810.95,33440.22,28722.76,31971.91,81163475344
5-Jan-21,31977.04,34437.59,30221.19,33992.43,67547324782
6-Jan-21,34013.61,36879.7,33514.03,36824.36,75289433811
7-Jan-21,36833.87,40180.37,36491.19,39371.04,84762141031
8-Jan-21,39381.77,41946.74,36838.64,40797.61,88107519480
9-Jan-21,40788.64,41436.35,38980.88,40254.55,61984162837
10-Jan-21,40254.22,41420.19,35984.63,38356.44,79980747690
11-Jan-21,38346.53,38346.53,30549.6,35566.66,1.23321E+11
12-Jan-21,35516.36,36568.53,32697.98,33922.96,74773277909
13-Jan-21,33915.12,37599.96,32584.67,37316.36,69364315979
14-Jan-21,37325.11,39966.41,36868.56,39187.33,63615990033
15-Jan-21,39156.71,39577.71,34659.59,36825.37,67760757881
16-Jan-21,36821.65,37864.37,35633.55,36178.14,57706187875
17-Jan-21,36163.65,36722.35,34069.32,35791.28,52359854336
18-Jan-21,35792.24,37299.29,34883.84,36630.08,49511702429
19-Jan-21,36642.23,37755.89,36069.81,36069.81,57244195486
20-Jan-21,36050.11,36378.33,33570.48,35547.75,66834573161
21-Jan-21,35549.4,35552.68,30250.75,30825.7,75643067688
22-Jan-21,30817.63,33811.85,28953.37,33005.76,77207272511
23-Jan-21,32985.76,33360.98,31493.16,32067.64,48354737975
24-Jan-21,32064.38,32944.01,31106.69,32289.38,48643830599
25-Jan-21,32285.8,34802.74,32087.79,32366.39,59897054838
26-Jan-21,32358.61,32794.55,31030.27,32569.85,60255421470
27-Jan-21,32564.03,32564.03,29367.14,30432.55,62576762015
28-Jan-21,30441.04,33858.31,30023.21,33466.1,76517157706
29-Jan-21,34318.67,38406.26,32064.81,34316.39,1.17895E+11
30-Jan-21,34295.94,34834.71,32940.19,34269.52,65141828798
31-Jan-21,34270.88,34288.33,32270.18,33114.36,52754542671
1-Feb-21,33114.58,34638.21,32384.23,33537.18,61400400660
2-Feb-21,33533.2,35896.88,33489.22,35510.29,63088585433
3-Feb-21,35510.82,37480.19,35443.98,37472.09,61166818159
4-Feb-21,37475.1,38592.18,36317.5,36926.06,68838074392
5-Feb-21,36931.55,38225.91,36658.76,38144.31,58598066402
6-Feb-21,38138.39,40846.55,38138.39,39266.01,71326033653
7-Feb-21,39250.19,39621.84,37446.15,38903.44,65500641143
8-Feb-21,38886.83,46203.93,38076.32,46196.46,1.01467E+11
9-Feb-21,46184.99,48003.72,45166.96,46481.1,91809846886
10-Feb-21,46469.76,47145.57,43881.15,44918.18,87301089896
11-Feb-21,44898.71,48463.47,44187.76,47909.33,81388911810
12-Feb-21,47877.03,48745.73,46424.98,47504.85,76555041196
13-Feb-21,47491.2,48047.74,46392.28,47105.52,70250456155
14-Feb-21,47114.51,49487.64,47114.51,48717.29,71248675228
15-Feb-21,48696.54,48875.57,46347.48,47945.06,77069903166
16-Feb-21,47944.46,50341.1,47201.3,49199.87,77049582886
17-Feb-21,49207.28,52533.91,49072.38,52149.01,80820545404
18-Feb-21,52140.97,52474.11,51015.76,51679.8,52054723579
19-Feb-21,51675.98,56113.65,50937.28,55888.13,63495496918
20-Feb-21,55887.34,57505.23,54626.56,56099.52,68145460026
21-Feb-21,56068.57,58330.57,55672.61,57539.94,51897585191
22-Feb-21,57532.74,57533.39,48967.57,54207.32,92052420332
23-Feb-21,54204.93,54204.93,45290.59,48824.43,1.06102E+11
24-Feb-21,48835.09,51290.14,47213.5,49705.33,63695521388
25-Feb-21,49709.08,51948.97,47093.85,47093.85,54506565949
26-Feb-21,47180.46,48370.79,44454.84,46339.76,3.50968E+11
27-Feb-21,46344.77,48253.27,45269.03,46188.45,45910946382
28-Feb-21,46194.02,46716.43,43241.62,45137.77,53443887451
1-Mar-21,45159.5,49784.02,45115.09,49631.24,53891300112
2-Mar-21,49612.11,50127.51,47228.85,48378.99,47530897720
3-Mar-21,48415.81,52535.14,48274.32,50538.24,53220811975
4-Mar-21,50522.31,51735.09,47656.93,48561.17,52343816680
5-Mar-21,48527.03,49396.43,46542.51,48927.3,48625928883
6-Mar-21,48899.23,49147.22,47257.53,48912.38,34363564661
7-Mar-21,48918.68,51384.37,48918.68,51206.69,43137459378
8-Mar-21,51174.12,52314.07,49506.05,52246.52,48597428048
9-Mar-21,52272.97,54824.12,51981.83,54824.12,50912227385
10-Mar-21,54824.01,57258.25,53290.89,56008.55,57295577614
11-Mar-21,55963.18,58091.06,54484.59,57805.12,56772343595
12-Mar-21,57821.22,57996.62,55376.65,57332.09,55689944702
13-Mar-21,57343.37,61683.86,56217.97,61243.08,60669829814
14-Mar-21,61221.13,61597.92,59302.32,59302.32,43901225564
15-Mar-21,59267.43,60540.99,55393.17,55907.2,66419369890
16-Mar-21,55840.79,56833.18,53555.03,56804.9,59749798599
17-Mar-21,56825.83,58969.82,54528.63,58870.89,60258313191
18-Mar-21,58893.08,60116.25,54253.58,57858.92,55746041000
19-Mar-21,57850.44,59498.38,56643.7,58346.65,49063873786
20-Mar-21,58332.26,60031.29,58213.3,58313.64,50361731222
21-Mar-21,58309.91,58767.9,56005.62,57523.42,51943414539
22-Mar-21,57517.89,58471.48,54288.16,54529.15,56521454974
23-Mar-21,54511.66,55985.44,53470.69,54738.94,56435023914
24-Mar-21,54710.49,57262.38,52514.33,52774.26,70567223787
25-Mar-21,52726.75,53392.39,50856.57,51704.16,67999812841
26-Mar-21,51683.01,55137.31,51579.86,55137.31,56652197978
27-Mar-21,55137.57,56568.22,54242.91,55973.51,47266542233
28-Mar-21,55974.94,56610.31,55071.11,55950.75,47686580918
29-Mar-21,55947.9,58342.1,55139.34,57750.2,57625587027
30-Mar-21,57750.13,59447.22,57251.55,58917.69,54414116432
31-Mar-21,58930.28,59930.03,57726.42,58918.83,65520826225
1-Apr-21,58926.56,59586.07,58505.28,59095.81,61669163792
2-Apr-21,59098.88,60267.19,58869.28,59384.31,58727860620
3-Apr-21,59397.41,60110.27,57603.89,57603.89,59641344484
4-Apr-21,57604.84,58913.75,57168.68,58758.56,50749662970
5-Apr-21,58760.87,59891.3,57694.83,59057.88,60706272115
6-Apr-21,59171.93,59479.58,57646.81,58192.36,66058027988
7-Apr-21,58186.51,58731.14,55604.02,56048.94,75645303584
8-Apr-21,56099.91,58338.74,55879.08,58323.95,53053855641
9-Apr-21,58326.56,58937.05,57807.86,58245,46655208546
10-Apr-21,58253.78,61276.67,58038.71,59793.24,58238470525
11-Apr-21,59846.23,60790.56,59289.8,60204.96,46280252580
12-Apr-21,60175.94,61253.04,59589.87,59893.45,51828688519
13-Apr-21,59890.02,63742.28,59869.96,63503.46,69983454362
14-Apr-21,63523.75,64863.1,61554.8,63109.7,77451779687
15-Apr-21,63075.2,63821.67,62208.96,63314.01,60954381579
16-Apr-21,63258.51,63594.72,60222.53,61572.79,84293007468
17-Apr-21,61529.92,62572.18,60361.35,60683.82,66138759198
18-Apr-21,60701.89,61057.46,52829.54,56216.19,97468872758
19-Apr-21,56191.58,57520.05,54368.59,55724.27,65344865159
20-Apr-21,55681.79,57062.15,53448.05,56473.03,67849323955
21-Apr-21,56471.13,56757.97,53695.47,53906.09,54926612466
22-Apr-21,53857.11,55410.23,50583.81,51762.27,74798630778
23-Apr-21,51739.81,52120.79,47714.66,51093.65,86668667320
24-Apr-21,51143.23,51167.56,48805.28,50050.87,49014494781
25-Apr-21,50052.83,50506.02,47159.49,49004.25,46117114240
26-Apr-21,49077.79,54288,48852.8,54021.75,58284039825
27-Apr-21,54030.3,55416.96,53319.19,55033.12,49448222757
28-Apr-21,55036.64,56227.21,53887.92,54824.7,48000572955
29-Apr-21,54858.09,55115.84,52418.03,53555.11,46088929780
30-Apr-21,53568.66,57900.72,53129.6,57750.18,52395931985
1-May-21,57714.66,58448.34,57052.27,57828.05,42836427360
2-May-21,57825.86,57902.59,56141.91,56631.08,38177405335
3-May-21,56620.27,58973.31,56590.87,57200.29,51713139031
4-May-21,57214.18,57214.18,53191.43,53333.54,68564706967
5-May-21,53252.16,57911.36,52969.06,57424.01,69241316747
6-May-21,57441.31,58363.31,55382.51,56396.51,69523285106
7-May-21,56413.95,58606.63,55321.85,57356.4,68434023376
8-May-21,57352.77,59464.61,56975.21,58803.78,65382980634
9-May-21,58877.39,59210.88,56482,58232.32,65906690347
10-May-21,58250.87,59519.35,54071.46,55859.8,71776546298
11-May-21,55847.24,56872.54,54608.65,56704.57,61308396325
12-May-21,56714.53,57939.36,49150.53,49150.53,75215403907
13-May-21,49735.43,51330.84,46980.02,49716.19,96721152926
14-May-21,49682.98,51438.12,48868.58,49880.53,55737497453
15-May-21,49855.49,50639.67,46664.14,46760.19,59161047474
16-May-21,46716.64,49720.04,43963.35,46456.06,64047871555
17-May-21,46415.9,46623.56,42207.29,43537.51,74903638450
18-May-21,43488.06,45812.46,42367.83,42909.4,56187365084
19-May-21,42944.98,43546.12,30681.5,37002.44,1.26358E+11
20-May-21,36753.67,42462.98,35050.62,40782.74,88281943359
21-May-21,40596.95,42172.17,33616.45,37304.69,82051616861
22-May-21,37371.03,38831.05,35383.68,37536.63,57377273240
23-May-21,37531.45,38289.22,31227.34,34770.58,78469274361
24-May-21,34700.36,39835.14,34551.08,38705.98,67359584098
25-May-21,38795.78,39776.35,36581.43,38402.22,56211915803
26-May-21,38392.62,40782.08,37905.83,39294.2,51346735160
27-May-21,39316.89,40379.62,37247.9,38436.97,43210968721
28-May-21,38507.08,38856.97,34779.04,35697.61,55200191952
29-May-21,35684.16,37234.5,33693.93,34616.07,45231013335
30-May-21,34607.41,36400.67,33520.74,35678.13,31646080921
31-May-21,35658.59,37468.25,34241.94,37332.85,39009847639
1-Jun-21,37293.79,37896.74,35787.09,36684.92,34639423297
2-Jun-21,36699.92,38231.34,35966.31,37575.18,33070867190
